,title,pitchfork,bnm,year,artist,genre,fantano,_merge
6837,celestial lineage,8.6,1.0,2011.0,wolves in the throne room,rock,6.0,both
6838,celestial lineage,8.6,1.0,2011.0,wolves in the throne room,metal,6.0,both
6870,veronica falls,7.7,0.0,2011.0,veronica falls,rock,8.0,both
6871,veronica falls,7.7,0.0,2011.0,veronica falls,experimental,8.0,both
6874,relax,6.3,0.0,2011.0,das racist,rap,6.0,both
6875,portamento,7.4,0.0,2011.0,the drums,pop/r&b,5.0,both
6884,wild flag,8.0,0.0,2011.0,wild flag,rock,7.0,both
6885,wild flag,8.0,0.0,2011.0,wild flag,experimental,7.0,both
6891,strange mercy,9.0,1.0,2011.0,st. vincent,rock,8.0,both
6897,"father, son, holy ghost",9.3,1.0,2011.0,girls,rock,7.0,both
6899,tripper,6.0,0.0,2011.0,hella,rock,6.0,both
6900,tripper,6.0,0.0,2011.0,hella,experimental,6.0,both
6918,looping state of mind,8.5,1.0,2011.0,the field,electronic,7.0,both
6933,the golden age of apocalypse,8.1,0.0,2011.0,thundercat,electronic,8.0,both
6940,i'm with you,4.0,0.0,2011.0,red hot chili peppers,rock,5.0,both
6954,tha carter iv,6.2,0.0,2011.0,lil wayne,rap,3.0,both
6966,xxx,8.2,0.0,2011.0,danny brown,rap,8.0,both
6967,you are all i see,7.2,0.0,2011.0,active child,rock,6.0,both
6983,slave ambient,8.3,1.0,2011.0,the war on drugs,rock,6.0,both
7006,bad vibes,7.8,0.0,2011.0,shlohmo,electronic,7.0,both
7024,the rip tide,7.7,0.0,2011.0,beirut,rock,6.0,both
7052,howl of the lonely crowd,7.3,0.0,2011.0,comet gain,rock,7.0,both
7053,howl of the lonely crowd,7.3,0.0,2011.0,comet gain,experimental,7.0,both
7083,ritual union,6.7,0.0,2011.0,little dragon,electronic,8.0,both
7091,skying,7.5,0.0,2011.0,the horrors,rock,7.0,both
7092,skying,7.5,0.0,2011.0,the horrors,experimental,7.0,both
7093,skying,7.5,0.0,2011.0,the horrors,electronic,7.0,both
7097,room(s),6.6,0.0,2011.0,machinedrum,electronic,6.0,both
7099,section.80,8.0,0.0,2011.0,kendrick lamar,rap,8.0,both
7107,sam baker's album,6.3,0.0,2011.0,samiyam,rap,5.0,both
7109,when fish ride bicycles,6.9,0.0,2011.0,the cool kids,rap,4.0,both
7115,leave home,8.2,0.0,2011.0,the men,rock,6.0,both
7135,within and without,8.3,1.0,2011.0,washed out,rock,6.0,both
7136,within and without,8.3,1.0,2011.0,washed out,electronic,6.0,both
7150,sbtrkt,8.1,0.0,2011.0,sbtrkt,rock,8.0,both
7151,sbtrkt,8.1,0.0,2011.0,sbtrkt,electronic,8.0,both
7178,exmilitary,7.5,0.0,2011.0,death grips,rap,8.0,both
7179,exmilitary,7.5,0.0,2011.0,death grips,experimental,8.0,both
7183,new brigade,8.4,1.0,2011.0,iceage,rock,8.0,both
7195,black up,8.8,1.0,2011.0,shabazz palaces,rap,8.0,both
7207,go tell fire to the mountain,8.4,1.0,2011.0,wu lyf,rock,5.0,both
7208,go tell fire to the mountain,8.4,1.0,2011.0,wu lyf,experimental,5.0,both
7213,unknown mortal orchestra,8.1,0.0,2011.0,unknown mortal orchestra,rock,5.0,both
7274,suck it and see,7.5,0.0,2011.0,arctic monkeys,rock,5.0,both
7277,isam,5.9,0.0,2011.0,amon tobin,jazz,7.0,both
7278,isam,5.9,0.0,2011.0,amon tobin,electronic,7.0,both
7280,david comes to life,8.6,1.0,2011.0,fucked up,metal,5.0,both
7286,gloss drop,7.4,0.0,2011.0,battles,rock,9.0,both
7292,cults,8.5,1.0,2011.0,cults,rock,4.0,both
7300,w,6.7,0.0,2011.0,planningtorock,rock,2.0,both
7301,w,6.7,0.0,2011.0,planningtorock,electronic,2.0,both
7303,sun and shade,7.9,0.0,2011.0,woods,rock,5.0,both
7309,codes and keys,5.0,0.0,2011.0,death cab for cutie,rock,7.0,both
7314,circuital,7.2,0.0,2011.0,my morning jacket,rock,5.0,both
7315,what did you expect from the vaccines?,6.2,0.0,2011.0,the vaccines,rock,6.0,both
7326,simple math,5.5,0.0,2011.0,manchester orchestra,rock,4.0,both
7337,blue suicide,7.2,0.0,2011.0,coma cinema,,7.0,both
7388,93 million miles,8.2,0.0,2011.0,africa hitech,electronic,8.0,both
7394,smother,8.2,0.0,2011.0,wild beasts,rock,7.0,both
7395,aesthethica,8.3,0.0,2011.0,liturgy,metal,8.0,both
7398,creep on creepin' on,6.7,0.0,2011.0,timber timbre,folk/country,8.0,both
7399,burst apart,8.2,1.0,2011.0,the antlers,rock,4.0,both
7400,burst apart,8.2,1.0,2011.0,the antlers,experimental,4.0,both
7407,goblin,8.0,0.0,2011.0,"tyler, the creator",rap,4.0,both
7423,ascension,7.0,0.0,2011.0,jesu,rock,5.0,both
7424,ascension,7.0,0.0,2011.0,jesu,metal,5.0,both
7435,hot sauce committee part two,7.0,0.0,2011.0,beastie boys,rock,9.0,both
7436,hot sauce committee part two,7.0,0.0,2011.0,beastie boys,rap,9.0,both
7448,helplessness blues,8.8,1.0,2011.0,fleet foxes,rock,9.0,both
7482,"take care, take care, take care",7.2,0.0,2011.0,explosions in the sky,rock,5.0,both
7509,the english riviera,6.4,0.0,2011.0,metronomy,pop/r&b,7.0,both
7510,w h o k i l l,8.8,1.0,2011.0,tune-yards,pop/r&b,7.0,both
7523,in love with oblivion,7.9,0.0,2011.0,crystal stilts,rock,8.0,both
7524,in love with oblivion,7.9,0.0,2011.0,crystal stilts,experimental,8.0,both
7528,apocalypse,8.0,0.0,2011.0,bill callahan,rock,6.0,both
7535,nine types of light,7.7,0.0,2011.0,tv on the radio,rock,6.0,both
7541,tomboy,8.5,1.0,2011.0,panda bear,electronic,5.0,both
7558,idle labor,7.7,0.0,2011.0,craft spells,rock,8.0,both
7560,blood pressures,6.4,0.0,2011.0,the kills,rock,4.0,both
7561,blood pressures,6.4,0.0,2011.0,the kills,electronic,4.0,both
7584,belong,8.2,1.0,2011.0,the pains of being pure at heart,rock,8.0,both
7585,mind bokeh,6.9,0.0,2011.0,bibio,electronic,5.0,both
7588,holy ghost!,7.1,0.0,2011.0,holy ghost!,rock,8.0,both
7589,holy ghost!,7.1,0.0,2011.0,holy ghost!,electronic,8.0,both
7605,house of balloons,8.5,1.0,2011.0,the weeknd,pop/r&b,3.0,both
7611,all eternals deck,8.1,0.0,2011.0,the mountain goats,rock,8.0,both
7646,angles,5.9,0.0,2011.0,the strokes,rock,7.0,both
7661,mosaik,7.8,0.0,2011.0,siriusmo,electronic,7.0,both
7668,lasers,3.0,0.0,2011.0,lupe fiasco,rap,3.0,both
7673,shaolin vs. wu-tang,7.9,0.0,2011.0,raekwon,rap,5.0,both
7725,new history warfare vol. 2: judges,8.2,0.0,2011.0,colin stetson,experimental,8.0,both
7749,underneath the pine,8.3,1.0,2011.0,toro y moi,electronic,6.0,both
7757,the king of limbs,7.9,0.0,2011.0,radiohead,rock,6.0,both
7784,"ravedeath, 1972",8.6,1.0,2011.0,tim hecker,experimental,8.0,both
7790,space is only noise,8.4,1.0,2011.0,nicolas jaar,electronic,8.0,both
7795,"hardcore will never die, but you will",6.6,0.0,2011.0,mogwai,rock,8.0,both
7801,let england shake,8.8,1.0,2011.0,pj harvey,rock,8.0,both
7802,yuck,8.1,0.0,2011.0,yuck,rock,5.0,both
7825,james blake,9.0,1.0,2011.0,james blake,pop/r&b,7.0,both
7841,zonoscope,8.6,1.0,2011.0,cut copy,rock,5.0,both
7842,zonoscope,8.6,1.0,2011.0,cut copy,electronic,5.0,both
7882,white wilderness,7.2,0.0,2011.0,john vanderslice,rock,6.0,both
7905,kaputt,8.8,1.0,2011.0,destroyer,rock,9.0,both
7909,unlearn,7.2,0.0,2011.0,fergus & geronimo,rock,8.0,both
7910,unlearn,7.2,0.0,2011.0,fergus & geronimo,experimental,8.0,both
7911,unlearn,7.2,0.0,2011.0,fergus & geronimo,electronic,8.0,both
7920,ritual,2.5,0.0,2011.0,white lies,rock,4.0,both
7921,ritual,2.5,0.0,2011.0,white lies,electronic,4.0,both
7925,native speaker,7.9,0.0,2011.0,braids,electronic,7.0,both
7930,dye it blonde,8.4,1.0,2011.0,smith westerns,rock,7.0,both
7935,anika,6.5,0.0,2010.0,anika,rock,3.0,both
7936,anika,6.5,0.0,2010.0,anika,pop/r&b,3.0,both
7937,the king is dead,7.2,0.0,2011.0,the decemberists,rock,4.0,both
7950,red barked tree,8.0,0.0,2010.0,wire,rock,5.0,both
7955,valhalla dancehall,5.5,0.0,2011.0,british sea power,rock,8.0,both
7956,valhalla dancehall,5.5,0.0,2011.0,british sea power,electronic,8.0,both
7974,vicki leekx,7.8,0.0,2010.0,m.i.a.,global,6.0,both
7975,vicki leekx,7.8,0.0,2010.0,m.i.a.,pop/r&b,6.0,both
7981,the fall,5.8,0.0,2010.0,gorillaz,rock,5.0,both
7982,the fall,5.8,0.0,2010.0,gorillaz,electronic,5.0,both
7983,kills,7.6,0.0,2010.0,jj,rock,3.0,both
7984,kills,7.6,0.0,2010.0,jj,electronic,3.0,both
8012,apollo kids,7.3,0.0,2010.0,ghostface killah,rap,8.0,both
8037,marrow of the spirit,8.5,0.0,2010.0,agalloch,rock,8.0,both
8038,marrow of the spirit,8.5,0.0,2010.0,agalloch,metal,8.0,both
8075,all day,8.3,0.0,2010.0,girl talk,electronic,8.0,both
8092,my beautiful dark twisted fantasy,10.0,1.0,2010.0,kanye west,rap,6.0,both
8105,man on the moon ii: the legend of mr. rager,6.7,0.0,2010.0,kid cudi,rock,6.0,both
8106,man on the moon ii: the legend of mr. rager,6.7,0.0,2010.0,kid cudi,rap,6.0,both
8134,blackenedwhite,8.1,0.0,2010.0,mellowhype,rap,6.0,both
8140,sports,8.2,0.0,2010.0,weekend,rock,8.0,both
8141,sports,8.2,0.0,2010.0,weekend,experimental,8.0,both
8146,pyramid of the sun,7.4,0.0,2010.0,maserati,rock,7.0,both
8149,special affections,8.2,0.0,2010.0,diamond rings,rock,8.0,both
8150,special affections,8.2,0.0,2010.0,diamond rings,electronic,8.0,both
8152,ardour,8.0,0.0,2010.0,teebs,electronic,6.0,both
8162,come around sundown,3.6,0.0,2010.0,kings of leon,rock,4.0,both
8169,small craft on a milk sea,7.4,0.0,2010.0,brian eno,experimental,8.0,both
8177,sidewalks,6.3,0.0,2010.0,matt & kim,rock,5.0,both
8199,the fool,7.2,0.0,2010.0,warpaint,rock,6.0,both
8220,down there,7.9,0.0,2010.0,avey tare,rock,5.0,both
8221,down there,7.9,0.0,2010.0,avey tare,experimental,5.0,both
8255,play it strange,8.0,0.0,2010.0,the fresh & onlys,rock,4.0,both
8264,lawless darkness,6.2,0.0,2010.0,watain,metal,6.0,both
8266,record collection,5.4,0.0,2010.0,mark ronson & the business intl.,,5.0,both
8272,lucky shiner,8.3,0.0,2010.0,gold panda,electronic,7.0,both
8274,face tat,7.5,0.0,2010.0,zach hill,rock,5.0,both
8275,face tat,7.5,0.0,2010.0,zach hill,experimental,5.0,both
8277,the age of adz,8.4,1.0,2010.0,sufjan stevens,folk/country,6.0,both
8287,holkham drones,7.5,0.0,2010.0,luke abbott,electronic,8.0,both
8290,king night,7.5,0.0,2010.0,salem,metal,2.0,both
8291,king night,7.5,0.0,2010.0,salem,electronic,2.0,both
8299,epic,7.8,0.0,2010.0,sharon van etten,rock,7.0,both
8304,ring,8.0,0.0,2010.0,glasser,rock,8.0,both
8305,ring,8.0,0.0,2010.0,glasser,rock,8.0,both
8306,ring,8.0,0.0,2010.0,glasser,electronic,8.0,both
8307,ring,8.0,0.0,2010.0,glasser,electronic,8.0,both
8320,forget,8.4,1.0,2010.0,twin shadow,rock,8.0,both
8329,le noise,7.6,0.0,2010.0,neil young,rock,5.0,both
8334,tsol,7.2,0.0,2010.0,shad,rap,6.0,both
8335,tsol,7.2,0.0,2010.0,shad,pop/r&b,6.0,both
8339,public strain,8.0,0.0,2010.0,women,rock,9.0,both
8340,public strain,8.0,0.0,2010.0,women,experimental,9.0,both
8352,everything in between,8.8,1.0,2010.0,no age,rock,6.0,both
8357,halcyon digest,9.2,1.0,2010.0,deerhunter,rock,8.0,both
8363,love remains,8.7,1.0,2010.0,how to dress well,pop/r&b,4.0,both
8364,love remains,8.7,1.0,2010.0,how to dress well,electronic,4.0,both
8376,business casual,6.9,0.0,2010.0,chromeo,rock,9.0,both
8377,business casual,6.9,0.0,2010.0,chromeo,electronic,9.0,both
8379,my father will guide me up a rope to the sky,7.7,0.0,2010.0,swans,rock,6.0,both
8395,hurley,5.0,0.0,2010.0,weezer,rock,7.0,both
8397,crush,7.8,0.0,2010.0,abe vigoda,rock,4.0,both
8398,crush,7.8,0.0,2010.0,abe vigoda,experimental,4.0,both
8401,grinderman 2,8.1,0.0,2010.0,grinderman,rock,7.0,both
8402,grinderman 2,8.1,0.0,2010.0,grinderman,electronic,7.0,both
8407,false priest,6.7,0.0,2010.0,of montreal,rock,5.0,both
8409,album of the year,7.5,0.0,2010.0,black milk,rap,4.0,both
8410,album of the year,7.5,0.0,2010.0,black milk,pop/r&b,4.0,both
8416,interpol,4.6,0.0,2010.0,interpol,rock,5.0,both
8417,penny sparkle,4.0,0.0,2010.0,blonde redhead,rock,8.0,both
8418,memphis,6.1,0.0,2010.0,magic kids,pop/r&b,8.0,both
8419,memphis,6.1,0.0,2010.0,magic kids,experimental,8.0,both
8423,lisbon,8.6,1.0,2010.0,the walkmen,rock,5.0,both
8437,wilderness heart,7.4,0.0,2010.0,black mountain,rock,6.0,both
8458,surfing the void,7.2,0.0,2010.0,klaxons,rock,4.0,both
8459,surfing the void,7.2,0.0,2010.0,klaxons,electronic,4.0,both
8476,special moves,8.2,0.0,2010.0,mogwai,rock,8.0,both
8493,the budos band iii,7.6,0.0,2010.0,the budos band,global,5.0,both
8494,the budos band iii,7.6,0.0,2010.0,the budos band,pop/r&b,5.0,both
8510,black city,8.4,1.0,2010.0,matthew dear,rock,7.0,both
8511,black city,8.4,1.0,2010.0,matthew dear,electronic,7.0,both
8531,transit transit,5.4,0.0,2010.0,autolux,rock,6.0,both
8571,the suburbs,8.6,1.0,2010.0,arcade fire,rock,8.0,both
8595,crazy for you,8.4,1.0,2010.0,best coast,rock,5.0,both
8632,the way out,7.7,0.0,2010.0,the books,rock,9.0,both
8633,the way out,7.7,0.0,2010.0,the books,experimental,9.0,both
8674,cerulean,8.2,0.0,2010.0,baths,rock,8.0,both
8675,cerulean,8.2,0.0,2010.0,baths,electronic,8.0,both
8703,sir lucious left foot: the son of chico dusty,9.2,1.0,2010.0,big boi,rap,6.0,both
8713,king of the beach,8.4,1.0,2010.0,wavves,rock,8.0,both
8724,fever,6.1,0.0,2010.0,sleepy sun,rock,7.0,both
8725,expo 86,7.5,0.0,2010.0,wolf parade,rock,6.0,both
8735,how i got over,8.1,0.0,2010.0,the roots,rap,8.0,both
8760,homeland,8.3,0.0,2010.0,laurie anderson,experimental,8.0,both
8773,something for everybody,6.6,0.0,2010.0,devo,rock,6.0,both
8799,wild smile,7.7,0.0,2010.0,suckers,rock,7.0,both
8800,wild smile,7.7,0.0,2010.0,suckers,electronic,7.0,both
8806,becoming a jackal,6.9,0.0,2010.0,villagers,rock,6.0,both
8813,does it look like i'm here?,8.3,1.0,2010.0,emeralds,electronic,6.0,both
8818,lp4,5.2,0.0,2010.0,ratatat,electronic,8.0,both
8819,the drums,7.5,0.0,2010.0,the drums,pop/r&b,8.0,both
8824,before today,9.0,1.0,2010.0,ariel pink's haunted graffiti,rock,8.0,both
8825,before today,9.0,1.0,2010.0,ariel pink's haunted graffiti,experimental,8.0,both
8826,pigeons,7.5,0.0,2010.0,here we go magic,rock,7.0,both
8832,the bride screamed murder,5.2,0.0,2010.0,melvins,rock,5.0,both
8833,the bride screamed murder,5.2,0.0,2010.0,melvins,metal,5.0,both
8835,gemini,8.2,1.0,2010.0,wild nothing,rock,7.0,both
8850,innerspeaker,8.5,1.0,2010.0,tame impala,rock,6.0,both
8873,maniac meat,7.6,0.0,2010.0,tobacco,electronic,7.0,both
8897,total life forever,7.6,0.0,2010.0,foals,rock,4.0,both
8903,brothers,7.7,0.0,2010.0,the black keys,rock,7.0,both
8904,oj simpson,8.0,0.0,2010.0,guilty simpson,rap,6.0,both
8913,this is happening,9.2,1.0,2010.0,lcd soundsystem,rock,9.0,both
8914,this is happening,9.2,1.0,2010.0,lcd soundsystem,electronic,9.0,both
8917,the people's record,6.2,0.0,2010.0,club 8,rock,5.0,both
8921,treats,8.7,1.0,2010.0,sleigh bells,pop/r&b,3.0,both
8922,latin,7.8,0.0,2010.0,holy fuck,electronic,7.0,both
8940,sea of cowards,7.8,0.0,2010.0,the dead weather,rock,5.0,both
8945,high violet,8.7,1.0,2010.0,the national,rock,6.0,both
8946,at echo lake,8.0,0.0,2010.0,woods,rock,8.0,both
8958,cosmogramma,8.8,1.0,2010.0,flying lotus,electronic,8.0,both
8962,in evening air,7.6,0.0,2010.0,future islands,rock,7.0,both
8963,together,7.3,0.0,2010.0,the new pornographers,rock,7.0,both
8985,crystal castles,8.5,1.0,2010.0,crystal castles,electronic,7.0,both
8986,crystal castles,7.8,0.0,2008.0,crystal castles,electronic,7.0,both
9004,daughters,8.2,0.0,2010.0,daughters,rock,8.0,both
9007,clinging to a scheme,8.3,1.0,2010.0,the radio dept.,pop/r&b,8.0,both
9111,hippies,8.1,0.0,2010.0,harlem,rock,7.0,both
9132,black tambourine,8.3,1.0,2010.0,black tambourine,rock,7.0,both
9133,black tambourine,8.3,1.0,2010.0,black tambourine,experimental,7.0,both
9209,happy birthday,7.8,0.0,2010.0,happy birthday,pop/r&b,6.0,both
9210,happy birthday,7.8,0.0,2010.0,happy birthday,experimental,6.0,both
9234,plastic beach,8.5,1.0,2010.0,gorillaz,rock,7.0,both
9235,plastic beach,8.5,1.0,2010.0,gorillaz,electronic,7.0,both
21316,year of the snitch,,,,death grips,,9.0,right_only
21317,nasty,,,,rico nasty,,6.0,right_only
21318,oil of every pearl's un-insides,,,,sophie,,8.0,right_only
21319,nasir,,,,nas,,6.0,right_only
21320,red light,,,,bladee,,1.0,right_only
21321,lump,,,,lump,,7.0,right_only
21322,a laughing death in meatspace,,,,tropical fuckstorm,,8.0,right_only
21323,two parts together,,,,big ups,,6.0,right_only
21324,"streams of thought, vol. 1",,,,"black thought, 9th wonder",,8.0,right_only
21325,tierra whack,,,,tierra whack,,7.0,right_only
21327,kid see ghosts,,,,kids see ghosts,,10.0,right_only
21328,prequelle,,,,ghost ,,8.0,right_only
21329,god's favorite customer,,,,father john misty,,7.0,right_only
21330,age of ,,,,oneohtrix point never,,6.0,right_only
21331,goodbye & good riddance ,,,,juice wrld,,5.0,right_only
21332,ye,,,,kanye west,,8.0,right_only
21333,zephyr,,,,niki,,7.0,right_only
21334,testing,,,,a$ap rocky,,4.0,right_only
21335,tear,,,,bts,,6.0,right_only
21336,communion,,,,park jiha,,6.0,right_only
21337,daytona,,,,pusha t,,8.0,right_only
21339,mark kozelek,,,,mark kozelek,,7.0,right_only
21341,wide awake!,,,,parquet courts,,9.0,right_only
21342,tell me how you really feel,,,,courtney barnett,,6.0,right_only
21343,endless,,,,frank ocean,,8.0,right_only
21344,beware the book of eli,,,,ski mask the slump god,,7.0,right_only
21345,tranquillity based hotel + casino,,,,artic monkeys,,5.0,right_only
21346,7,,,,beach house,,7.0,right_only
21347,die lit,,,,playboi carti,,7.0,right_only
21348,singularity,,,,jon hopkins,,7.0,right_only
21349,godfather ii,,,,wiley,,5.0,right_only
21350,beyondless,,,,ice age,,7.0,right_only
21351,jxmtro,,,,slim jxmmi,,5.0,right_only
21352,swaecation,,,,swae lee,,1.0,right_only
21353,sr3mm,,,,rae sremmurd,,7.0,right_only
21354,song for alpha,,,,daniel avery,,5.0,right_only
21355,primal heart,,,,kimbra,,7.0,right_only
21356,the scars of man on the once nameless wilderness ,,,,panopticon,,4.0,right_only
21357,dirty computer,,,,janelle monáe,,8.0,right_only
21358,beerbongs & bentleys,,,,post malone,,7.0,right_only
21359,the sciences,,,,sleep,,8.0,right_only
21361,eat the elephant,,,,a perfect circle,,5.0,right_only
21362,8,,,,hop along,,8.0,right_only
21363,kod,,,,j. cole,,5.0,right_only
21364,sex & food,,,,unkown mortal orchestra,,5.0,right_only
21365,a girl cried red,,,,princess nokia,,4.0,right_only
21366,the tree of forgiveness,,,,john prine,,7.0,right_only
21368,your queen is a reptile,,,,sons of kemet,,8.0,right_only
21369,isolation,,,,kali uchis,,8.0,right_only
21370,vacation in hell,,,,flatbush zombies ,,6.0,right_only
21371,invasion of privacy,,,,cardi b,,6.0,right_only
21374,golden hour,,,,kacey musgraves,,4.0,right_only
21375,everything's fine ,,,,"jean grae, quelle chris",,8.0,right_only
21376,czarface meets metal face,,,,"czarface, mf doom",,7.0,right_only
21377,virtue,,,,the voidz,,8.0,right_only
21378,my dear melancholy,,,,the weeknd,,5.0,right_only
21379,superorganism,,,,superorganism,,7.0,right_only
21380,new material,,,,preoccupations,,5.0,right_only
21381,prhyme 2,,,,prhyme,,6.0,right_only
21382,boarding house reach,,,,jack white,,9.0,right_only
21383,now only,,,,mount eerie,,7.0,right_only
21385,american dollar bill,,,,keiji haino + sumac,,7.0,right_only
21386,the neighborhood,,,,the neighborhood,,4.0,right_only
21387,firepower,,,,judas priest,,8.0,right_only
21388,cocoa sugar,,,,young fathers,,6.0,right_only
21389,?,,,,xxxtentacion,,4.0,right_only
21391,musas vol. 2,,,,natalia lafourcade,,8.0,right_only
21392,american utopia,,,,david byrne ,,7.0,right_only
21393,lil boat 2,,,,lil yatchy,,7.0,right_only
21394,bobby tarantino ii,,,,logic,,5.0,right_only
21395,dead magic,,,,anna von hausswolff,,8.0,right_only
21396,a productive cough,,,,titus andronicus,,5.0,right_only
21397,you’re not alone,,,,andrew w.k.,,8.0,right_only
21398,memories don’t die,,,,tory lanez,,3.0,right_only
21400,time & space,,,,turnstile,,5.0,right_only
21401,2012 - 2017,,,,a.a.l. (against all logic),,9.0,right_only
21402,gangin,,,,sob x rbe,,6.0,right_only
21403,all at once,,,,screaming females,,8.0,right_only
21404,day69,,,,6ix9ine,,3.0,right_only
21405,in a poem unlimited,,,,u.s. girls,,8.0,right_only
21407,room inside the world,,,,ought,,6.0,right_only
21408,twin fantasy (face to face),,,,car seat headrest,,8.0,right_only
21410,black panther the album,,,,various artists,,6.0,right_only
21411,cubafonía,,,,daymé arocena,,8.0,right_only
21412,little dark age,,,,mgmt,,8.0,right_only
21413,down below,,,,tribulation,,7.0,right_only
21414,swell,,,,tiny moving parts,,4.0,right_only
21415,snares like a haircut,,,,no age,,7.0,right_only
21416,amen,,,,rich brian,,6.0,right_only
21417,man of the woods,,,,justin timberlake,,3.0,right_only
21419,ion,,,,portal ,,9.0,right_only
21420,freedom's goblin,,,,ty segall,,7.0,right_only
21421,culture ii,,,,migos,,4.0,right_only
21424,i can feel you creep into my private life,,,,tune-yards,,5.0,right_only
21425,ruins,,,,first aid kit,,7.0,right_only
21426,veteran,,,,jpegmafia,,8.0,right_only
21428,gumboot soup,,,,king gizzard & the lizard wizard,,7.0,right_only
21429,ephorize,,,,cupcakke,,7.0,right_only
21430,post,,,,jeff rosenstock,,6.0,right_only
21434,pop 2,,,,charlie xcx,,7.0,right_only
21435,no_one ever really dies,,,,n.e.r.d.,,7.0,right_only
21436,"huncho jack, jack huncho",,,,"travis scott, quavo",,6.0,right_only
21437,revival,,,,eminem,,2.0,right_only
21438,from a room: volume 2,,,,chris stapleton,,7.0,right_only
21439,saturation iii,,,,brockhampton,,8.0,right_only
21440,double or nothing,,,,"big sean, metro boomin",,5.0,right_only
21442,1992 deluxe,,,,princess nokia,,8.0,right_only
21443,highly rare,,,,makaya mccraven,,7.0,right_only
21444,rainbow mirror,,,,prurient,,6.0,right_only
21445,ash,,,,ibeyi,,7.0,right_only
21446,material control,,,,glassjaw,,6.0,right_only
21447,no dope on sundays,,,,cyhi the prince,,5.0,right_only
21449,los Ángeles,,,,rosalía,,8.0,right_only
21450,no shame,,,,hopsin,,4.0,right_only
21451,utopia,,,,björk,,7.0,right_only
21452,soul of a woman,,,,sharon jones & the dap-kings,,8.0,right_only
21453,polygonwanaland,,,,king gizzard & the lizard wizard,,7.0,right_only
21454,syre,,,,jaden smith,,4.0,right_only
21455,rome,,,,armand hammer,,6.0,right_only
21456,tfcf,,,,liars,,5.0,right_only
21457,ken,,,,destroyer,,5.0,right_only
21458,stranger,,,,yung lean,,6.0,right_only
21459,reputation,,,,taylor swift,,4.0,right_only
21460,i tell a fly,,,,benjamin clementine,,5.0,right_only
21461,vicous,,,,skepta,,5.0,right_only
21462,the thrill of it all,,,,sam smith,,4.0,right_only
21463,the dusk in us,,,,converge,,8.0,right_only
21464,rina,,,,rina sawayama,,9.0,right_only
21465,turn out the lights,,,,julien baker,,7.0,right_only
21467,without warning,,,,"21 savage, offset, metro boomin",,7.0,right_only
21468,pacific daydream,,,,weezer,,4.0,right_only
21469,4eva is a might long time,,,,big k.r.i.t.,,9.0,right_only
21470,plunge,,,,fever ray,,5.0,right_only
21471,always foreign,,,,the world is a beautiful place & i am no longer afraid to die,,6.0,right_only
21472,as you were,,,,liam gallagher,,6.0,right_only
21473,super slimey,,,,"future, young thug",,5.0,right_only
21475,caustic,,,,primitive man,,8.0,right_only
21476,colors,,,,beck,,4.0,right_only
21477,mr. davis,,,,gucci mane,,5.0,right_only
21478,the ooz,,,,king krule,,4.0,right_only
21479,masseducation,,,,st. vincent,,6.0,right_only
21480,relatives in descent,,,,protomartyr,,8.0,right_only
21481,a love letter to you 2,,,,trippie redd,,5.0,right_only
21482,heaven upside down,,,,marilyn manson,,5.0,right_only
21483,poppy.computer,,,,poppy,,6.0,right_only
21484,take me apart,,,,kelela ,,8.0,right_only
21485,lil pump,,,,lil pump,,7.0,right_only
21486,written at night,,,,uncommon nasa,,8.0,right_only
21487,neō wax bloom,,,,iglooghost,,8.0,right_only
21488,deadstar,,,,smokepurpp,,6.0,right_only
21489,drive it like it's stolen,,,,injury reserve,,7.0,right_only
21490,wonderful wonderful,,,,the killers,,6.0,right_only
21491,thrice woven,,,,wolves in the throne room,,6.0,right_only
21492,young martha,,,,"young thug, carnage",,8.0,right_only
21493,hiss spun,,,,chelsea wolfe,,7.0,right_only
21494,gemini,,,,macklemore,,3.0,right_only
21495,luciferian towers,,,,godspeed you! black emperor,,5.0,right_only
21496,laila's widsom,,,,rapsody,,8.0,right_only
21497,concrete and gold,,,,foo fighters,,6.0,right_only
21498,maredidt,,,,mykrur,,6.0,right_only
21499,brick body kids still daydream,,,,open mike eagle,,8.0,right_only
21500,freudian,,,,daniel caeser,,7.0,right_only
21501,dedicated to bobby jameson,,,,ariel pink,,8.0,right_only
21503,sleep well beast,,,,the national,,7.0,right_only
21504,pharma,,,,nmesh,,7.0,right_only
21505,forced witness,,,,alex cameron,,8.0,right_only
21506,mourn,,,,corbin,,7.0,right_only
21507,antisocialites,,,,alvvays,,8.0,right_only
21508,okovi,,,,zola jesus,,6.0,right_only
21509,outrage! is now,,,,death from above,,8.0,right_only
21510,boy who cried wolf,,,,wifisfuneral,,7.0,right_only
21511,bicep,,,,bicep,,7.0,right_only
21512,blue chips 7000,,,,action bronson,,6.0,right_only
21513,american dream,,,,lcd soundsystem,,6.0,right_only
21514,a deeper understanding,,,,the war on drugs,,5.0,right_only
21515,orc,,,,oh sees,,8.0,right_only
21516,cozy tapes vol. 2,,,,a$ap mob,,4.0,right_only
21517,villains,,,,queens of the stone age,,6.0,right_only
21518,saturation ii,,,,brockhampton,,8.0,right_only
21519,17,,,,xxxtentacion,,2.0,right_only
21520,luv is rage 2,,,,lil uzi vert,,3.0,right_only
21521,painted ruins,,,,grizzly bear,,6.0,right_only
